[SEAL_Summary] 2 0.008993609999999999 0.693174935 0.027009455 0.041740545 0.003968135 0.02803048 0.10347237 0.963242445 6.021e-05 3.162656753374904e-05
[SEAL_Summary] 4 0.00897777 0.693882355 0.027061275 0.08321591 0.00396988 0.056397935 0.10556719 1.038943065 0.000102295 2.966484680655412e-05
[SEAL_Summary] 8 0.008954195 0.69220277 0.02706571 0.16573002 0.00391468 0.11282519 0.10532289 1.177204185 0.00019234 -2.108638545905706e-05
[SEAL_Summary] 16 0.008976350000000001 0.6923781449999999 0.02702541 0.333189205 0.00399674 0.2254096 0.10403053 1.45892727 0.00037 1.666949538048357e-05
[SEAL_Summary] 32 0.009051595000000001 0.693789655 0.027030765 0.66580862 0.003978255 0.45084633 0.10432035 2.021305935 0.00072632 -1.98868328880053e-05
[SEAL_Summary] 64 0.008986060000000001 0.693374305 0.02702371 1.332006915 0.003905715 0.90107824 0.104069405 3.14754165 0.001438855 -4.133893526159227e-05
[SEAL_Summary] 128 0.008974864999999999 0.693327885 0.027032945 2.66332565 0.003988975 1.802356795 0.103987305 5.40087925 0.00287589 -2.151404623873532e-05
[SEAL_Summary] 192 0.008946230000000001 0.69424782 0.027022245 4.002884215 0.00397523 2.703620685 0.103892425 7.66363552 0.004288725 4.888832336291671e-05
[SEAL_Summary] 256 0.008974609999999999 0.694847585 0.02700237 5.321457695 0.00397422 3.606281905 0.10408156 9.90654921 0.005726705 3.342077252455056e-05
[SEAL_Summary] 512 0.008985185 0.693501485 0.02718665 10.64975489 0.00405899 7.20748525 0.105607585 18.920938165 0.01165629 -1.061754301190376e-05
[SEAL_Summary] 1024 0.008979715000000001 0.6936161 0.02710209 21.31946439 0.00398761 14.60754003 0.105120545 37.158494775 0.023396305 -1.340173184871674e-05
